store_name,pincode,city,district,state,company,lat,lng,pop_2011,pop_2026,match_type,census_town,total_stores_in_city,ps_ratio_2026
"ZUDIO - GOPAL PURA MODE, JAIPUR",302018,Jaipur,Jaipur,Rajasthan,Zudio,26.86249,75.79584,451100.0,703823.0,fuzzy_broad,udaipur,28,25137.0
"ZUDIO - VT ROAD, JAIPUR",302020,Jaipur,Jaipur,Rajasthan,Zudio,26.864915,75.766679,451100.0,703823.0,fuzzy_broad,udaipur,28,25137.0
"ZUDIO - TADONG, GANGTOK",737102,Gangtok,East Sikkim,Sikkim,Zudio,27.33032,88.60639,100286.0,183761.0,exact,Gangtok,3,61254.0
"ZUDIO - SIMVO COMMERCIAL COMPLEX, GANGTOK",737102,Gangtok,East Sikkim,Sikkim,Zudio,27.33032,88.60639,100286.0,183761.0,exact,Gangtok,3,61254.0
"ZUDIO - KISHAN BAZAR, NAMCHI",737126,Namchi,Namchi,Sikkim,Zudio,27.164877,88.361472,12190.0,22337.0,exact,Namchi,1,22337.0
"ZUDIO – KANGEYAM ROAD, TIRUPPUR",641604,Tiruppur,Tiruppur,Tamil Nadu,Zudio,11.005255,77.56109,444352.0,588438.0,exact,Tiruppur,3,196146.0
"ZUDIO - KILPAUK, CHENNAI",600010,Chennai,Chennai,Tamil Nadu,Zudio,13.084343,80.244719,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - KALLIMADAI, COIMBATORE",641005,Coimbatore,Coimbatore,Tamil Nadu,Zudio,10.999094,77.026602,1050721.0,1391428.0,exact,Coimbatore,6,231905.0
"ZUDIO - DHARAPURAM, TIRUPPUR",638656,Tiruppur,Tiruppur,Tamil Nadu,Zudio,10.989273,76.967511,444352.0,588438.0,exact,Tiruppur,3,196146.0
"ZUDIO - ADYAR, CHENNAI",600020,Chennai,Chennai,Tamil Nadu,Zudio,12.996788,80.258917,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - RBN TOWERS, CHENNAI",600062,Chennai,Chennai,Tamil Nadu,Zudio,13.120566,80.09775,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - VELLORE, TAMIL NADU",632006,Vellore,Vellore,Tamil Nadu,Zudio,12.9352,79.1288,185803.0,246052.0,exact,Vellore,1,246052.0
"ZUDIO - UDHAYAM ARCADE, TIRUPPUR",641605,Tiruppur,Tiruppur,Tamil Nadu,Zudio,11.3621,77.3267,444352.0,588438.0,exact,Tiruppur,3,196146.0
"ZUDIO - SAI NAGAR, CHENNAI",600116,Chennai,Chennai,Tamil Nadu,Zudio,13.0844,80.1747,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - IYYAPAN SQUARE, MADURAI",625002,Madurai,Madurai,Tamil Nadu,Zudio,9.918035,78.11834,1017865.0,1347918.0,exact,Madurai,4,336980.0
"ZUDIO - JJ COMPLEX, THIRUVALLUR",602003,Thiruvallur,Thiruvallur,Tamil Nadu,Zudio,13.134425,79.90885,56074.0,74257.0,exact,Thiruvallur,1,74257.0
"ZUDIO - AMINJIKARAI, CHENNAI",600029,Chennai,Chennai,Tamil Nadu,Zudio,13.073725,80.22275,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO – SELVAM ENCLAVE, GOBICHETTIPALAYAM",638476,Gobichettipalayam,Gobichettipalayam,Tamil Nadu,Zudio,11.45988,77.341943,59523.0,78824.0,exact,Gobichettipalayam,1,78824.0
"ZUDIO - KRISHNA TOWERS, KARAYANCHAVADI, POONAMALLEE",600056,Chennai,Chennai,Tamil Nadu,Zudio,13.136248,79.925535,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - MR SHOPPING, MADURAI",625020,Madurai,Madurai,Tamil Nadu,Zudio,9.936329,78.147961,1017865.0,1347918.0,exact,Madurai,4,336980.0
"ZUDIO - ANNANAGAR, CHENNAI",600040,Chennai,Chennai,Tamil Nadu,Zudio,13.082212,80.199477,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - MAYFAIR COMPLEX, CHENNAI",600017,Chennai,Chennai,Tamil Nadu,Zudio,13.045522,80.241122,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - MUTHIAH TOWERS, TRICHY",620013,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Zudio,10.799979,78.680211,847387.0,1122161.0,exact,Tiruchirappalli,3,374054.0
"ZUDIO - BSR MALL, OMR ROAD",600097,Chennai,Chennai,Tamil Nadu,Zudio,12.913285,80.229281,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO – GANDHI NAGAR, CHENNAI",600020,Chennai,Chennai,Tamil Nadu,Zudio,13.006493,80.252498,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - RATHNA SQUARE MALL, SALEM",636016,Salem,Salem,Tamil Nadu,Zudio,11.676868,78.14218,829267.0,1098166.0,exact,Salem,1,1098166.0
"ZUDIO - TVS COMPLEX, GUMMIDIPOONDI",601201,Gummdipoondi,Gummdipoondi,Tamil Nadu,Zudio,13.539257,80.070072,18891.0,25017.0,fuzzy,gummidipoondi,1,25017.0
"ZUDIO - BHOOMI & BUILDINGS, CHENNAI",603103,Chennai,Chennai,Tamil Nadu,Zudio,12.985653,80.251895,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - SELAIYUR, CHENNAI",600059,Chennai,Chennai,Tamil Nadu,Zudio,12.922511,80.135794,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - T-NAGAR, CHENNAI",600017,Chennai,Chennai,Tamil Nadu,Zudio,13.046309,80.24252,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - SPENCER PLAZA, CHENNAI",600002,Chennai,Chennai,Tamil Nadu,Zudio,13.061558,80.261188,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - AMBATTUR, CHENNAI",600053,Chennai,Chennai,Tamil Nadu,Zudio,13.111464,80.152771,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - ALTIN SQUARE, COIMBATORE",641029,Coimbatore,Coimbatore,Tamil Nadu,Zudio,11.302721,76.93828,1050721.0,1391428.0,exact,Coimbatore,6,231905.0
"ZUDIO - V TOWER, COIMBATORE",641012,Coimbatore,Coimbatore,Tamil Nadu,Zudio,11.017087,76.963337,1050721.0,1391428.0,exact,Coimbatore,6,231905.0
"ZUDIO – VIVIRA MALL, CHENNAI",600130,Chennai,Chennai,Tamil Nadu,Zudio,12.998194,80.254946,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - GS COMPLEX, ERODE",638011,Erode,Erode,Tamil Nadu,Zudio,11.334491,77.705908,157101.0,208043.0,exact,Erode,1,208043.0
"ZUDIO - SD TOWERS, TIRUCHIRAPPALLI",620019,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Zudio,10.830009,78.696664,847387.0,1122161.0,exact,Tiruchirappalli,3,374054.0
"ZUDIO - GUDUVANCHERY, CHENNAI",603202,Chennai,Chennai,Tamil Nadu,Zudio,12.83515,80.050777,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - CHINNA CHOKIKULAM, MADURAI",625002,Madurai,Madurai,Tamil Nadu,Zudio,9.933364,78.133255,1017865.0,1347918.0,exact,Madurai,4,336980.0
"ZUDIO - FUN REPUBLIC, COIMBATORE",641004,Coimbatore,Coimbatore,Tamil Nadu,Zudio,11.050148,77.058641,1050721.0,1391428.0,exact,Coimbatore,6,231905.0
"ZUDIO - CITY CENTRE MALL, CHENNAI",600004,Chennai,Chennai,Tamil Nadu,Zudio,13.043111,80.270624,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - ONDIPUDUR, COIMBATORE",641402,Coimbatore,Coimbatore,Tamil Nadu,Zudio,11.027023,77.127283,1050721.0,1391428.0,exact,Coimbatore,6,231905.0
"ZUDIO - NU TECH ZARINA TOWERS, CHENNAI",600024,Chennai,Chennai,Tamil Nadu,Zudio,13.050513,80.2427,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - AVADI, CHENNAI",600071,Chennai,Chennai,Tamil Nadu,Zudio,13.050513,80.2427,4646732.0,6153484.0,exact,Chennai,26,236672.0
"ZUDIO - IYER BUNGALOW, MADURAI",625014,Madurai,Madurai,Tamil Nadu,Zudio,9.955024,78.148529,1017865.0,1347918.0,exact,Madurai,4,336980.0
"ZUDIO - DNC MALL, DHARMAPURI",636701,Dharmapuri,Dharmapuri,Tamil Nadu,Zudio,12.129532,78.158599,68619.0,90869.0,exact,Dharmapuri,1,90869.0
"ZUDIO – ASSUNTA BHAVAN, WARANGAL",506001,Warangal,Warangal,Telangana,Zudio,18.008601,79.566911,,,no_match,,4,
"ZUDIO - NAVYA TRIDENT, HYDERABAD",500089,Hyderabad,Hyderabad,Telangana,Zudio,17.39129,78.373572,,,no_match,,71,
"ZUDIO - MPM TIMES SQUARE MALL, HYDERABAD",500034,Hyderabad,Hyderabad,Telangana,Zudio,17.417067,78.451316,,,no_match,,71,
"ZUDIO - GOLLAPET, NIRMAL",504106,Nirmal,Nirmal,Telangana,Zudio,19.012138,78.10224,,,no_match,,1,
"ZUDIO - PRAKASH NAGAR, HYDERABAD",500016,Hyderabad,Hyderabad,Telangana,Zudio,17.44386,78.473759,,,no_match,,71,
"ZUDIO - MULUGU X ROADS, WARANGAL",506007,Warangal,Warangal,Telangana,Zudio,17.998856,79.585594,,,no_match,,4,
"ZUDIO - KAKAGUDA, HYDERABAD",500015,Hyderabad,Hyderabad,Telangana,Zudio,17.460405,78.504364,,,no_match,,71,
"ZUDIO - VANTAGE LINE, HYDERABAD",500086,Hyderabad,Hyderabad,Telangana,Zudio,17.354265,78.380587,,,no_match,,71,
"ZUDIO - MALAKPET, HYDERABAD",500036,Hyderabad,Hyderabad,Telangana,Zudio,17.372723,78.50734,,,no_match,,71,
"ZUDIO – NASPUR, MANCHERIAL",504302,Mancherial,Mancherial,Telangana,Zudio,17.337802,78.57285,,,no_match,,1,
"ZUDIO - QUTHUBULLAPUR, HYDERABAD",500055,Hyderabad,Hyderabad,Telangana,Zudio,17.517457,78.417887,,,no_match,,71,
"ZUDIO - GADDIANNARAM, HYDERABAD",500060,Hyderabad,Hyderabad,Telangana,Zudio,17.37907,78.51495,,,no_match,,71,
"ZUDIO - AMULYA SQUARE, HYDERABAD",500062,Hyderabad,Hyderabad,Telangana,Zudio,17.488809,78.568622,,,no_match,,71,
"ZUDIO – KHARMANGHAT, HYDERABAD",500074,Hyderabad,Hyderabad,Telangana,Zudio,17.325271,78.52446,,,no_match,,71,
"ZUDIO - NAGOLE, HYDERABAD",500068,Hyderabad,Hyderabad,Telangana,Zudio,17.366361,78.560749,,,no_match,,71,
"ZUDIO - ALWAL, HYDERABAD",500010,Hyderabad,Hyderabad,Telangana,Zudio,17.510798,78.502484,,,no_match,,71,
"ZUDIO - G.S. CENTER POINT PUNJAGUTTA, HYDERABAD",500082,Hyderabad,Hyderabad,Telangana,Zudio,17.455801,78.484742,,,no_match,,71,
"ZUDIO - KACHIGUDA, HYDERABAD",500027,Hyderabad,Hyderabad,Telangana,Zudio,17.392202,78.49178,,,no_match,,71,
"ZUDIO – NAGARAM, SECUNDERABAD",500083,Hyderabad,Hyderabad,Telangana,Zudio,17.361362,78.474525,,,no_match,,71,
"ZUDIO - LULU MALL, HYDERABAD",500072,Hyderabad,Hyderabad,Telangana,Zudio,17.492091,78.400678,,,no_match,,71,
"ZUDIO - HAYATH NAGAR, HYDERBAD",500070,Hyderabad,Hyderabad,Telangana,Zudio,17.331638,78.590542,,,no_match,,71,
"ZUDIO - MEDCHAL, HYDERABAD",501401,Hyderabad,Hyderabad,Telangana,Zudio,17.499195,78.476724,,,no_match,,71,
"ZUDIO – PRATAP ESTATES, HYDERABAD",500055,Hyderabad,Hyderabad,Telangana,Zudio,17.50731,78.459593,,,no_match,,71,
"ZUDIO - SAIDABAD, HYDERABAD",500059,Hyderabad,Hyderabad,Telangana,Zudio,17.360615,78.515915,,,no_match,,71,
"ZUDIO – MEDICAL COLLEGE ROAD, MAHBUBNAGAR",509002,Mahbubnagar,Mahbubnagar,Telangana,Zudio,16.7289,77.6245,,,no_match,,1,
"ZUDIO - PEDDA AMBERPET, HYDERABAD",501513,Hyderabad,Hyderabad,Telangana,Zudio,17.316893,78.66071,,,no_match,,71,
"ZUDIO - EDGA ROAD, SURYAPET",508213,Suryapet,Suryapet,Telangana,Zudio,17.139149,79.61691,,,no_match,,1,
"ZUDIO - ADILABAD, HYDERABAD",504001,Adilabad,Adilabad,Telangana,Zudio,19.65131,78.519867,,,no_match,,1,
"ZUDIO - DEFENCE COLONY, TELANGANA",500094,Hyderabad,Hyderabad,Telangana,Zudio,17.489564,78.537496,,,no_match,,71,
"ZUDIO - SANATH NAGAR, HYDERABAD",500018,Hyderabad,Hyderabad,Telangana,Zudio,17.45437,78.43726,,,no_match,,71,
"ZUDIO – SPRING FIELDS COLONY, HYDERABAD",500015,Hyderabad,Hyderabad,Telangana,Zudio,17.499127,78.476852,,,no_match,,71,
"ZUDIO - SN MALL, KARIMNAGAR",505001,Karimnagar,Karimnagar,Telangana,Zudio,18.43385,79.134735,,,no_match,,3,
"ZUDIO - CCPL RAMACHANDRA MALL, HYDERABAD",500047,Hyderabad,Hyderabad,Telangana,Zudio,17.349102,78.49706,,,no_match,,71,
"ZUDIO - NACHARAM, HYDERABAD",500076,Hyderabad,Hyderabad,Telangana,Zudio,17.423792,78.546851,,,no_match,,71,
"ZUDIO - RAMCHANDRAPURAM, HYDERABAD",502032,Hyderabad,Hyderabad,Telangana,Zudio,17.361362,78.474525,,,no_match,,71,
"ZUDIO - ODEAN MALL, HYDERABAD",500020,Hyderabad,Hyderabad,Telangana,Zudio,17.402932,78.495298,,,no_match,,71,
"ZUDIO - VIDYANAGAR COLONY, KOTHAGUDEM",507101,Kothagudem,Kothagudem,Telangana,Zudio,17.538301,80.623178,,,no_match,,1,
"ZUDIO - VIVEKANANDA PURI, KARIMNAGAR",505001,Karimnagar,Karimnagar,Telangana,Zudio,18.45883,79.117905,,,no_match,,3,
"ZUDIO - SANDHYA HOTELS, HYDERABAD",500032,Hyderabad,Hyderabad,Telangana,Zudio,17.444253,78.355417,,,no_match,,71,
"ZUDIO - ARCHIES CONTINENTAL, HYDERABAD",500072,Hyderabad,Hyderabad,Telangana,Zudio,17.484509,78.412428,,,no_match,,71,
"ZUDIO - PRAGATI NAGAR, HYDERABAD",500090,Hyderabad,Hyderabad,Telangana,Zudio,17.518404,78.381904,,,no_match,,71,
"ZUDIO - PRESTON PRIME MALL, HYDERABAD",500081,Hyderabad,Hyderabad,Telangana,Zudio,17.432174,78.374827,,,no_match,,71,
