state,district,town,town_raw,pop_2011,households_2011,cagr,pop_2026,state_std,district_std
UTTAR PRADESH,Gorakhpur,Barhalganj,Barhalganj (NP),21290,2930,0.0289,32642,Uttar Pradesh,Gorakhpur
UTTAR PRADESH,Kushinagar,Khadda,Khadda (NP),16117,2551,0.0289,24711,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Padrauna,Padrauna (NPP),49723,8168,0.0289,76235,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Ramkola,Ramkola (NP),14433,2566,0.0289,22129,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Kaptanganj,Kaptanganj (NP),23526,4043,0.0289,36070,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Hata,Hata (NP),12801,1890,0.0289,19626,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Fazi Nagar,Fazi Nagar (CT),6216,983,0.0289,9530,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Kushinagar,Kushinagar (NP),22214,3462,0.0289,34058,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Kushinagar,Sewarhi,Sewarhi (NP),23077,3565,0.0289,35382,Uttar Pradesh,Kushinagar
UTTAR PRADESH,Deoria,Gauri Bazar,Gauri Bazar (NP),6468,973,0.0289,9917,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Rampur Karkhana,Rampur Karkhana (NP),9943,1535,0.0289,15245,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Deoria,Deoria (NPP),129479,20076,0.0289,198517,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Rudrapur,Rudrapur (NP),34014,4835,0.0289,52150,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Gaura Barhaj,Gaura Barhaj (NPP),36459,5360,0.0289,55899,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Bhatni Bazar,Bhatni Bazar (NP),15352,2308,0.0289,23538,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Majhauliraj,Majhauliraj (NP),20818,3030,0.0289,31918,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Salempur,Salempur (NP),21124,3141,0.0289,32387,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Lar,Lar (NP),28307,4237,0.0289,43400,Uttar Pradesh,Deoria
UTTAR PRADESH,Deoria,Bhatpar Rani,Bhatpar Rani (NP),14839,2201,0.0289,22751,Uttar Pradesh,Deoria
UTTAR PRADESH,Azamgarh,Atrauliya,Atrauliya (NP),9374,1335,0.0289,14372,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Mahrajganj,Mahrajganj (NP),6735,943,0.0289,10326,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Bilariaganj,Bilariaganj (NP),13096,1596,0.0289,20079,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Jiyanpur,Jiyanpur (NP),11816,1684,0.0289,18116,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Azmatgarh,Azmatgarh (NP),12160,1752,0.0289,18644,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Palhni,Palhni (CT),5189,767,0.0289,7956,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Chak Sikari,Chak Sikari (CT),8820,1158,0.0289,13523,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Satiyava,Satiyava (CT),6225,880,0.0289,9544,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Barahatir Jagdishpur,Barahatir Jagdishpur (CT),15367,2002,0.0289,23561,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Ibrahimpur,Ibrahimpur (CT),7853,1048,0.0289,12040,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Amilo,Amilo (CT),30339,4061,0.0289,46516,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Hafizpur,Hafizpur (CT),8195,1378,0.0289,12565,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Mubarakpur,Mubarakpur (NPP),70463,8709,0.0289,108034,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Azamgarh,Azamgarh (NPP),110983,16294,0.0289,170159,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Nizamabad,Nizamabad (NP),13848,1688,0.0289,21232,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Sarai Mir,Sarai Mir (NP),19055,2384,0.0289,29215,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Mahul Khas Or Mahul,Mahul Khas Or Mahul (CT),6246,925,0.0289,9576,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Phulpur,Phulpur (NP),9329,1366,0.0289,14303,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Katghar Lalganj,Katghar Lalganj (NP),13467,1805,0.0289,20648,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Azamgarh,Mehnagar,Mehnagar (NP),14841,1869,0.0289,22754,Uttar Pradesh,Azamgarh
UTTAR PRADESH,Mau,Dohrighat,Dohrighat (NP),11799,1722,0.0289,18090,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Amila,Amila (NP),5234,796,0.0289,8025,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Ghosi,Ghosi (NP),39165,5170,0.0289,60048,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Chakmano Urf Dargah,Chakmano Urf Dargah (CT),4837,702,0.0289,7416,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Para,Para (CT),6427,854,0.0289,9854,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Ratanpura,Ratanpura (CT),4405,637,0.0289,6754,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Kurthi Jafarpur,Kurthi Jafarpur (CT),14157,1885,0.0289,21705,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Kopaganj,Kopaganj (NP),34782,4410,0.0289,53328,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Adari,Adari (NP),13717,1935,0.0289,21031,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Maunath Bhanjan,Maunath Bhanjan (NPP),278745,41078,0.0289,427371,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Walidpur,Walidpur (CT),25589,3515,0.0289,39233,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Atrari,Atrari (CT),5555,691,0.0289,8517,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Khairabad,Khairabad (CT),13016,1658,0.0289,19956,Uttar Pradesh,Mau
UTTAR PRADESH,Mau,Muhammadabad,Muhammadabad (NP),41780,5726,0.0289,64057,Uttar Pradesh,Mau
UTTAR PRADESH,Ballia,Belthara Road,Belthara Road (NP),20404,3094,0.0289,31283,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Sikanderpur,Sikanderpur (NP),23986,3566,0.0289,36775,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Rasra,Rasra (NPP),31765,4471,0.0289,48702,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Middha,Middha (CT),6523,979,0.0289,10001,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Premchak Urf Baheri,Premchak Urf Baheri (CT),7063,979,0.0289,10829,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Chitbara Gaon,Chitbara Gaon (NP),21879,3137,0.0289,33545,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Ballia,Ballia (NPP),104424,15772,0.0289,160102,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Maniyar,Maniyar (NP),19890,3074,0.0289,30495,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Bansdih,Bansdih (NP),21201,3160,0.0289,32505,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Sahatwar,Sahatwar (NP),20615,2942,0.0289,31607,Uttar Pradesh,Ballia
UTTAR PRADESH,Ballia,Reoti,Reoti (NP),26359,3910,0.0289,40413,Uttar Pradesh,Ballia
UTTAR PRADESH,Jaunpur,Shahganj,Shahganj (NPP),26556,3936,0.0289,40716,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Khetasarai,Khetasarai (NP),19438,2641,0.0289,29802,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Mogra Badshahpur,Mogra Badshahpur (NPP),20004,3176,0.0289,30670,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Machhlishahr,Machhlishahr (NP),26107,3740,0.0289,40027,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Gaura,Gaura (CT),5618,780,0.0289,8613,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Banjarepur,Banjarepur (CT),5108,710,0.0289,7832,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Sadatmasaura,Sadatmasaura (CT),4800,756,0.0289,7359,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Jaunpur,Jaunpur (NPP),180362,26216,0.0289,276530,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Jafarabad,Jafarabad (NP),10792,1497,0.0289,16546,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Dhanauha,Dhanauha (CT),6212,907,0.0289,9524,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Mariahu,Mariahu (NP),22778,3248,0.0289,34923,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Mahimapur,Mahimapur (CT),5280,738,0.0289,8095,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Jaunpur,Kerakat,Kerakat (NP),13525,1924,0.0289,20736,Uttar Pradesh,Jaunpur
UTTAR PRADESH,Ghazipur,Sadat,Sadat (NP),12361,1749,0.0289,18952,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Saidpur,Saidpur (NP),24338,3505,0.0289,37315,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Jangipur,Jangipur (NP),12223,1688,0.0289,18740,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Ghazipur,Ghazipur (NPP + OG),121020,19556,0.0289,185547,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Ghazipur,Ghazipur (NPP),110587,17898,0.0289,169551,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Bahadurganj,Bahadurganj (NP),19992,2844,0.0289,30652,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Mohammadabad,Mohammadabad (NPP),38328,5524,0.0289,58764,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Dildarnagar Fatehpur Bazar,Dildarnagar Fatehpur Bazar (NP),12855,1840,0.0289,19709,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Ghazipur,Zamania,Zamania (NPP),33243,4863,0.0289,50968,Uttar Pradesh,Ghazipur
UTTAR PRADESH,Chandauli,Sakaldiha,Sakaldiha (CT),7394,1029,0.0289,11336,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Bahadurpur,Bahadurpur (CT),8515,1252,0.0289,13055,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Madiya,Madiya (CT),7891,1238,0.0289,12098,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Chaurhat,Chaurhat (CT),7971,1149,0.0289,12221,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Satpokhari,Satpokhari (CT),13757,1968,0.0289,21092,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Dulhipur,Dulhipur (CT),8243,1300,0.0289,12638,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Mughalsarai,Mughalsarai (NPP),109650,16796,0.0289,168115,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Mughalsarai Railway Settlement,Mughalsarai Railway Settlement (ITS),20441,4111,0.0289,31340,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Chandauli,Chandauli (NP),23020,3520,0.0289,35294,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Saiyad Raza,Saiyad Raza (NP),18315,2651,0.0289,28080,Uttar Pradesh,Chandauli
UTTAR PRADESH,Chandauli,Chakia,Chakia (NP),17356,2661,0.0289,26610,Uttar Pradesh,Chandauli
UTTAR PRADESH,Varanasi,Baragaon,Baragaon (CT),11383,1646,0.0289,17452,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Benipur,Benipur (CT),12470,1708,0.0289,19119,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kallipur,Kallipur (CT),6295,924,0.0289,9651,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Dindaspur,Dindaspur (CT),6352,901,0.0289,9739,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Parmanandpur,Parmanandpur (CT),5139,795,0.0289,7879,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Birbhanpur,Birbhanpur (CT),8233,1205,0.0289,12623,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kachnar,Kachnar (CT),5870,807,0.0289,9000,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Chhitauni,Chhitauni (CT),6195,905,0.0289,9498,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Chandpur,Chandpur (CT),6427,1050,0.0289,9854,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Maheshpur,Maheshpur (CT),5553,866,0.0289,8514,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kakarmatta,Kakarmatta (CT),7377,1141,0.0289,11310,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kesaripur,Kesaripur (CT),5381,846,0.0289,8250,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Harpalpur,Harpalpur (CT),7710,1028,0.0289,11821,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Amara Khaira Chak,Amara Khaira Chak (CT),6577,1044,0.0289,10084,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Jalal Patti,Jalal Patti (CT),6033,1014,0.0289,9250,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Susuwahi,Susuwahi (CT),10454,1781,0.0289,16028,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Sir Gobardhan,Sir Gobardhan (CT),11350,1708,0.0289,17402,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Chhitpur,Chhitpur (CT),12156,1925,0.0289,18638,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Bhagawanpur,Bhagawanpur (CT),7269,1232,0.0289,11145,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Umarha,Umarha (CT),6429,961,0.0289,9857,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Lerhupur,Lerhupur (CT),6934,1057,0.0289,10631,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Asapur,Asapur (CT),6153,971,0.0289,9434,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Salarpur,Salarpur (CT),10126,1656,0.0289,15525,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Gaura Kala,Gaura Kala (CT),4653,709,0.0289,7134,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kotwa,Kotwa (CT),5825,834,0.0289,8931,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Sarai Mohana,Sarai Mohana (CT),4824,761,0.0289,7396,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Suzabad,Suzabad (CT),15384,2514,0.0289,23587,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kotwa,Kotwa (CT),14394,1868,0.0289,22069,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Lohta,Lohta (CT),25596,3461,0.0289,39244,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Phulwaria,Phulwaria (CT),20466,3282,0.0289,31378,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Shivdaspur,Shivdaspur (CT),16405,2614,0.0289,25152,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Kandwa,Kandwa (CT),11685,1798,0.0289,17915,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Lahartara,Lahartara  (CT),5124,792,0.0289,7856,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Maruadih,Maruadih  (CT),11228,1689,0.0289,17215,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Gangapur,Gangapur (NP),7561,1083,0.0289,11592,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Varanasi,Varanasi (CB),14119,2760,0.0289,21647,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Maruadih Railway Settlement,Maruadih Railway Settlement (ITS),14298,3284,0.0289,21922,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Varanasi,Varanasi (M Corp.),1198491,190835,0.0289,1837521,Uttar Pradesh,Varanasi
UTTAR PRADESH,Varanasi,Ramnagar,Ramnagar (NPP),49132,7729,0.0289,75329,Uttar Pradesh,Varanasi
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Hariyawan,Hariyawan (CT),6769,998,0.0289,10378,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Suriyawan,Suriyawan (NP),18843,2610,0.0289,28890,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Nai Bazar,Nai Bazar (NP),13408,1967,0.0289,20557,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Bhadohi,Bhadohi (NPP),94620,13274,0.0289,145071,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Jakhaon,Jakhaon (CT),6286,953,0.0289,9638,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Lachhiman Patti,Lachhiman Patti (CT),5580,807,0.0289,8555,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Gyanpur,Gyanpur (NP),12808,2024,0.0289,19637,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Gopiganj,Gopiganj (NPP),19058,2906,0.0289,29220,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Gird Baragaon,Gird Baragaon (CT),5241,749,0.0289,8035,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Khamaria,Khamaria (NP),25929,3721,0.0289,39754,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Ghosia Bazar,Ghosia Bazar (NP),20760,2649,0.0289,31829,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi)
UTTAR PRADESH,Mirzapur,Anurudhpur Purab Patti,Anurudhpur Purab Patti (CT),4568,651,0.0289,7004,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Tilthi,Tilthi (CT),7665,1071,0.0289,11752,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Kataka,Kataka (CT),4926,720,0.0289,7553,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Pipara Dand,Pipara Dand (CT),5420,888,0.0289,8310,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Bharuhana,Bharuhana (CT),6629,1100,0.0289,10164,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Mirzapur-cum-Vindhyachal,Mirzapur-cum-Vindhyachal (NPP),234871,38185,0.0289,360103,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Kachhwa,Kachhwa (NP),15958,2249,0.0289,24467,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Garauri,Garauri (CT),5378,807,0.0289,8246,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Chunar,Chunar (NPP),37185,5951,0.0289,57012,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Mirzapur,Ahraura,Ahraura (NPP),24967,3980,0.0289,38279,Uttar Pradesh,Mirzapur
UTTAR PRADESH,Sonbhadra,Ghorawal,Ghorawal (NP),7291,1306,0.0289,11179,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Villimar Kundi,Villimar Kundi (CT),21082,3761,0.0289,32323,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Sonbhadra,Sonbhadra (NPP),36689,6196,0.0289,56251,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Churk Ghurma,Churk Ghurma (NP),6883,1193,0.0289,10553,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Chopan,Chopan (NP),14302,2648,0.0289,21928,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Obra,Obra (NP),46574,9023,0.0289,71407,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Kakari,Kakari (CT),5221,1043,0.0289,8005,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Parasi,Parasi (CT),23966,4817,0.0289,36745,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Anpara,Anpara (CT),17978,3758,0.0289,27564,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Jamshila,Jamshila (CT),7923,1606,0.0289,12148,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Khariya,Khariya (CT),10482,2001,0.0289,16071,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Kota,Kota (CT),13409,2936,0.0289,20559,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Bijpur,Bijpur (CT),9420,2151,0.0289,14443,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Dudhi,Dudhi (NP),12560,2173,0.0289,19257,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Renukoot,Renukoot (NP + OG),20076,4603,0.0289,30780,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Renukoot,Renukoot (NP),12409,3006,0.0289,19025,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Hindalco Industries Ltd. (Renukoot),Hindalco Industries Ltd. (Renukoot) (ITS),41792,9221,0.0289,64075,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Kanaudia Chamical & Industries Ltd. (Renukoot),Kanaudia Chamical & Industries Ltd. (Renukoot) (ITS),3631,947,0.0289,5567,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Sonbhadra,Pipri,Pipri (NP),15063,2969,0.0289,23095,Uttar Pradesh,Sonbhadra
UTTAR PRADESH,Etah,Raja Ka Rampur,Raja Ka Rampur (NP),11644,1815,0.0289,17853,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Aliganj,Aliganj (NPP),28396,4474,0.0289,43537,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Jaithara,Jaithara (NP),12009,1822,0.0289,18412,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Bhagipur,Bhagipur (CT),12414,2128,0.0289,19033,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Sakit,Sakit (NP),8089,1279,0.0289,12402,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Etah,Etah (NPP),118517,20303,0.0289,181710,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Marehra,Marehra (NPP),19542,3075,0.0289,29962,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Nidhauli Kalan,Nidhauli Kalan (NP),8418,1340,0.0289,12906,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Jalesar,Jalesar (NPP),38130,6846,0.0289,58461,Uttar Pradesh,Etah
UTTAR PRADESH,Etah,Awagarh,Awagarh (NP),10983,1913,0.0289,16839,Uttar Pradesh,Etah
UTTAR PRADESH,Kanshiram Nagar,Soron,Soron (NPP),27468,4611,0.0289,42114,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Bilram,Bilram (NP),12429,2030,0.0289,19056,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Kasganj,Kasganj (NPP),101277,17899,0.0289,155277,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Sahawar,Sahawar (NP),24067,3648,0.0289,36899,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Amanpur,Amanpur (NP),10830,1753,0.0289,16605,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Sujavalpur,Sujavalpur (CT),9835,1394,0.0289,15079,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Mohanpur,Mohanpur (NP),4919,791,0.0289,7542,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Ganj Dundawara,Ganj Dundawara (NPP),45385,6981,0.0289,69584,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Patiyali,Patiyali (NP),14366,2325,0.0289,22026,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Sidhpura,Sidhpura (NP),15740,2600,0.0289,24132,Uttar Pradesh,Kanshiram Nagar
UTTAR PRADESH,Kanshiram Nagar,Bhargain,Bhargain (NP),21891,3132,0.0289,33563,Uttar Pradesh,Kanshiram Nagar
BIHAR,Pashchim Champaran,Ramnagar,Ramnagar (NP),48411,9123,0.0367,83127,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Narkatiaganj,Narkatiaganj (Nagar Parishad),49507,9083,0.0367,85009,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Bagaha,Bagaha (Nagar Parishad),112634,20980,0.0367,193404,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Chanpatia,Chanpatia (NP),27095,5225,0.0367,46525,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Tola Mansaraut,Tola Mansaraut (CT),6451,1114,0.0367,11077,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Kargahia Purab,Kargahia Purab (CT),9995,1907,0.0367,17162,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Bettiah,Bettiah (Nagar Parishad),132209,24463,0.0367,227017,Bihar,Pashchim Champaran
BIHAR,Pashchim Champaran,Hat Saraiya,Hat Saraiya (CT),6863,1212,0.0367,11784,Bihar,Pashchim Champaran
BIHAR,Purba Champaran,Raxaul Bazar,Raxaul Bazar  (Nagar Parishad),55536,9513,0.0367,95361,Bihar,Purba Champaran
BIHAR,Purba Champaran,Sugauli,Sugauli (NP),38815,7480,0.0367,66649,Bihar,Purba Champaran
BIHAR,Purba Champaran,Dhaka,Dhaka (NP),42063,7271,0.0367,72227,Bihar,Purba Champaran
